nice,0.033461547,0
night,0,0.025214038
nine,0.033461547,0
noble,0.033461547,0
nofrills,0.066923093,0
nominated,0,0.025214038
norah,0.033461547,0
north,0.033461547,0
notable,0.033461547,0
note,0.033461547,0
november,0,0.025214038
numbers,0,0.025214038
often,0,0.025214038
oklahoma,0.033461547,0
ole,0,0.025214038
first,0.023808166,0.053819987
online,0.033461547,0
opry,0,0.025214038
orchestral,0,0.025214038
organist,0.033461547,0
near,0.023808166,0.035879992
orthodoxies,0,0.050428076
others,0.033461547,0
outkast,0.033461547,0
outside,0,0.050428076
owns,0.033461547,0
parse,0,0.025214038
parts,0,0.050428076
past,0.033461547,0
patitucci,0.033461547,0
paying,0.033461547,0
peaceshe,0.033461547,0
perceived,0,0.025214038
perform,0,0.025214038
performance,0.033461547,0
performing,0.033461547,0
perhaps,0,0.025214038
period,0,0.025214038
perseverance,0.033461547,0
personal,0.033461547,0
pervasive,0,0.025214038
pioneer,0,0.025214038
played,0,0.025214038
playing,0.033461547,0
plays,0,0.025214038
poignant,0.033461547,0
new,0.023808166,0.035879992
police,0.033461547,0
polish,0,0.025214038
pop,0.066923093,0
poppier,0,0.025214038
predecessor,0,0.025214038
premise,0,0.025214038
pressures,0.033461547,0
pride,0,0.025214038
problem,0,0.025214038
producer,0,0.025214038
professional,0.033461547,0
promoting,0,0.025214038
proof,0,0.025214038
proved,0,0.025214038
track,0.023808166,0.035879992
provided,0,0.025214038
public,0.033461547,0
pure,0,0.050428076
pushing,0.033461547,0
put,0,0.025214038
qtip,0.033461547,0
quietly,0,0.025214038
race,0,0.025214038
racial,0.033461547,0
radio,0.033461547,0
ray,0,0.050428076
rb,0,0.050428076
readying,0,0.025214038
really,0,0.025214038
reason,0.033461547,0
recent,0.033461547,0
voice,0.023808166,0.035879992
recorded,0,0.075642114
recording,0.033461547,0
records,0.066923093,0
reflect,0.033461547,0
refused,0,0.025214038
refusing,0,0.025214038
reignite,0.033461547,0
reissue,0,0.025214038
reissued,0,0.025214038
rejoinder,0,0.025214038
relatable,0,0.025214038
release,0,0.025214038
actually,0.023808166,0.017939996
relevant,0.033461547,0
relies,0,0.025214038
remain,0.033461547,0
arrangements,0.023808166,0.017939996
remains,0,0.025214038
remastered,0,0.025214038
removed,0.033461547,0
reprints,0,0.025214038
respective,0.033461547,0
restive,0.033461547,0
result,0,0.025214038
returns,0.066923093,0
revert,0.033461547,0
review,0.033461547,0
revolutionary,0,0.025214038
revolutionized,0,0.025214038
rhythm,0,0.025214038
rhythmandblues,0,0.025214038
rhythmic,0.033461547,0
rich,0,0.025214038
right,0,0.025214038
rightful,0,0.025214038
rips,0,0.025214038
road,0.033461547,0
robert,0.033461547,0
romantically,0.033461547,0
rome,0.033461547,0
rucker,0,0.025214038
rush,0,0.025214038
said,0.066923093,0
saturday,0,0.025214038
saxophonist,0.033461547,0
schlock,0,0.025214038
scott,0.033461547,0
seamless,0,0.025214038
secondary,0,0.025214038
see,0.033461547,0
seem,0.033461547,0
seems,0.033461547,0
segregated,0,0.025214038
selfdescribed,0,0.025214038
sell,0.033461547,0
seminal,0.033461547,0
sequel,0,0.025214038
band,0.023808166,0.017939996
several,0,0.025214038
shared,0,0.025214038
shes,0.033461547,0
shorter,0.066923093,0
shot,0.033461547,0
showing,0,0.025214038
shows,0,0.050428076
shuffle,0,0.025214038
sid,0,0.025214038
signed,0.033461547,0
silver,0.033461547,0
similar,0.033461547,0
simmering,0.033461547,0
simply,0,0.025214038
since,0,0.075642114
sing,0.033461547,0
everything,0.023808166,0.017939996
singing,0,0.050428076
singles,0,0.025214038
sixth,0.033461547,0
skepticism,0,0.025214038
slow,0.033461547,0
smith,0.033461547,0
socially,0.033461547,0
sold,0.033461547,0
go,0.023808166,0.017939996
somewhat,0.033461547,0
honkytonk,0.023808166,0.017939996
idea,0.023808166,0.017939996
songwriter,0.033461547,0
soon,0,0.025214038
sophomore,0.033461547,0
sorrow,0,0.025214038
soul,0,0.050428076
soulful,0.033461547,0
industry,0.023808166,0.017939996
sounds,0,0.075642114
south,0,0.025214038
sparking,0,0.025214038
sparse,0.033461547,0
speaks,0.033461547,0
spit,0,0.025214038
st,0,0.025214038
standards,0.033461547,0
know,0.023808166,0.017939996
started,0.033461547,0
starting,0,0.025214038
states,0,0.025214038
status,0,0.025214038
step,0.033461547,0
still,0,0.100856152
stillaspirational,0,0.025214038
stop,0,0.025214038
stories,0.033461547,0
straightlaced,0,0.025214038
streaming,0.033461547,0
streams,0,0.025214038
string,0,0.025214038
stringbacked,0,0.025214038
strings,0,0.025214038
strong,0.033461547,0
studio,0.033461547,0
subsequent,0,0.025214038
success,0,0.050428076
sunshine,0,0.025214038
supported,0,0.025214038
supposed,0.033461547,0
sure,0.033461547,0
swing,0,0.025214038
swinging,0,0.025214038
take,0,0.075642114
taken,0.033461547,0
talib,0.033461547,0
tedious,0.033461547,0
tell,0.033461547,0
tension,0,0.025214038
territory,0,0.025214038
texas,0.033461547,0
think,0,0.050428076
thinking,0.066923093,0
label,0.023808166,0.017939996
thought,0,0.025214038
three,0.033461547,0
lose,0.023808166,0.017939996
time,0,0.025214038
timeless,0,0.025214038
times,0.066923093,0
today,0,0.050428076
toes,0,0.025214038
together,0,0.025214038
making,0.023808166,0.017939996
top,0.033461547,0
touch,0,0.025214038
tough,0.033461547,0
town,0,0.025214038
traced,0.033461547,0
matter,0.023808166,0.017939996
tracks,0.033461547,0
traditional,0.033461547,0
tribute,0,0.025214038
tulsa,0.033461547,0
tune,0,0.025214038
tunes,0,0.050428076
turn,0,0.025214038
twang,0,0.025214038
original,0.023808166,0.017939996
twovolume,0,0.025214038
typecast,0,0.025214038
ubiquitous,0,0.025214038
unarmed,0.033461547,0
understated,0.033461547,0
unfortunately,0.033461547,0
uninitiated,0,0.075642114
united,0,0.025214038
units,0.033461547,0
unity,0,0.025214038
uptempo,0,0.025214038
point,0.023808166,0.017939996
venues,0,0.025214038
vinyl,0,0.025214038
proven,0.023808166,0.017939996
wake,0,0.025214038
want,0.033461547,0
washington,0.033461547,0
way,0.066923093,0
wayne,0.10038464,0
weakest,0,0.025214038
weepy,0,0.025214038
went,0.066923093,0
western,0,0.025214038
whereas,0.033461547,0
whether,0.033461547,0
white,0.066923093,0
whites,0,0.025214038
wide,0,0.025214038
williams,0,0.025214038
willies,0.033461547,0
without,0.066923093,0
wonderful,0,0.025214038
words,0.033461547,0
work,0.10038464,0
worked,0.033461547,0
would,0,0.075642114
write,0.033461547,0
wrote,0,0.050428076
wry,0.033461547,0
wve,0.033461547,0
year,0.066923093,0
remained,0.023808166,0.017939996
yet,0,0.050428076
something,0.023808166,0.017939996
young,0.033461547,0
youtube,0,0.025214038
zone,0,0.025214038
äîafter,0.033461547,0
äîif,0.033461547,0
äîit,0.033461547,0
äîjones,0.033461547,0
äîmight,0,0.025214038
äîshe,0.033461547,0
äîterence,0.033461547,0
äîthat,0,0.050428076
äîthe,0,0.025214038
äîvibe,0.033461547,0
äîwere,0.033461547,0
äòjazz,0.033461547,0
äòray,0,0.050428076
star,0.023808166,0.017939996
äôd,0,0.025214038
äôm,0,0.025214038
äôre,0.066923093,0
though,0.023808166,0.017939996
told,0.023808166,0.017939996
äôve,0.033461547,0
uses,0.023808166,0.017939996
äúa,0,0.025214038
äúborn,0,0.025214038
äúboth,0,0.025214038
äúdanger,0.033461547,0
äúdon,0.033461547,0
äúeven,0,0.025214038
äúfleurette,0.033461547,0
äúflipside,0.033461547,0
äúfull,0,0.025214038
äúhey,0,0.025214038
york,0.023808166,0.017939996
äúif,0.033461547,0
äúpeace,0.066923093,0
äúput,0.033461547,0
äúthere,0,0.025214038
äúwhen,0.033461547,0
äúyou,0,0.050428076
